Date,Stock,Dividend,Date,Date_YYYYMMDD
2014-11-13,NMDC.NS,3.0,2014-11-13,20141113
2015-02-18,NMDC.NS,4.25,2015-02-18,20150218
2015-09-21,NMDC.NS,0.43,2015-09-21,20150921
2016-02-24,NMDC.NS,9.5,2016-02-24,20160224
2016-03-30,NMDC.NS,1.5,2016-03-30,20160330
2017-03-16,NMDC.NS,1.38,2017-03-16,20170316
2017-09-14,NMDC.NS,1.0,2017-09-14,20170914
2018-03-26,NMDC.NS,4.3,2018-03-26,20180326
2018-03-27,NMDC.NS,1.43,2018-03-27,20180327
2019-03-22,NMDC.NS,1.84,2019-03-22,20190322
2020-02-18,NMDC.NS,1.76,2020-02-18,20200218
2021-03-22,NMDC.NS,2.59,2021-03-22,20210322
2021-12-14,NMDC.NS,9.01,2021-12-14,20211214
2022-02-17,NMDC.NS,1.91,2022-02-17,20220217
2023-02-24,NMDC.NS,1.25,2023-02-24,20230224
2023-08-31,NMDC.NS,0.95,2023-08-31,20230831
2024-02-27,NMDC.NS,1.92,2024-02-27,20240227
2024-09-17,NMDC.NS,0.5,2024-09-17,20240917
2025-03-21,NMDC.NS,2.3,2025-03-21,20250321
2013-09-19,SUNPHARMA.NS,2.5,2013-09-19,20130919
2014-09-11,SUNPHARMA.NS,1.5,2014-09-11,20140911
2015-10-21,SUNPHARMA.NS,3.0,2015-10-21,20151021
2016-09-08,SUNPHARMA.NS,1.0,2016-09-08,20160908
2017-09-18,SUNPHARMA.NS,3.5,2017-09-18,20170918
2018-09-17,SUNPHARMA.NS,2.0,2018-09-17,20180917
2019-08-20,SUNPHARMA.NS,2.75,2019-08-20,20190820
2020-02-17,SUNPHARMA.NS,3.0,2020-02-17,20200217
2020-08-19,SUNPHARMA.NS,1.0,2020-08-19,20200819
2021-02-09,SUNPHARMA.NS,5.5,2021-02-09,20210209
2021-08-23,SUNPHARMA.NS,2.0,2021-08-23,20210823
2022-02-09,SUNPHARMA.NS,7.0,2022-02-09,20220209
2022-08-19,SUNPHARMA.NS,3.0,2022-08-19,20220819
2023-02-08,SUNPHARMA.NS,7.5,2023-02-08,20230208
2023-07-28,SUNPHARMA.NS,4.0,2023-07-28,20230728
2024-02-09,SUNPHARMA.NS,8.5,2024-02-09,20240209
2024-07-12,SUNPHARMA.NS,5.0,2024-07-12,20240712
2025-02-06,SUNPHARMA.NS,10.5,2025-02-06,20250206
2013-07-12,DRREDDY.NS,15.0,2013-07-12,20130712
2014-07-11,DRREDDY.NS,3.6,2014-07-11,20140711
2015-07-10,DRREDDY.NS,4.0,2015-07-10,20150710
2016-07-18,DRREDDY.NS,20.0,2016-07-18,20160718
2017-07-17,DRREDDY.NS,20.0,2017-07-17,20170717
2018-07-16,DRREDDY.NS,4.0,2018-07-16,20180716
2018-07-17,DRREDDY.NS,20.0,2018-07-17,20180717
2019-07-15,DRREDDY.NS,4.0,2019-07-15,20190715
2020-07-13,DRREDDY.NS,25.0,2020-07-13,20200713
2021-07-09,DRREDDY.NS,25.0,2021-07-09,20210709
2022-07-11,DRREDDY.NS,6.0,2022-07-11,20220711
2023-07-11,DRREDDY.NS,40.0,2023-07-11,20230711
2024-07-16,DRREDDY.NS,8.0,2024-07-16,20240716
2013-08-06,CIPLA.NS,2.0,2013-08-06,20130806
2014-08-06,CIPLA.NS,2.0,2014-08-06,20140806
2015-08-11,CIPLA.NS,2.0,2015-08-11,20150811
2016-09-12,CIPLA.NS,2.0,2016-09-12,20160912
2017-07-26,CIPLA.NS,2.0,2017-07-26,20170726
2018-08-13,CIPLA.NS,3.0,2018-08-13,20180813
2019-07-31,CIPLA.NS,3.0,2019-07-31,20190731
2020-03-19,CIPLA.NS,1.0,2020-03-19,20200319
2021-08-09,CIPLA.NS,5.0,2021-08-09,20210809
2022-08-08,CIPLA.NS,5.0,2022-08-08,20220808
2023-07-20,CIPLA.NS,8.5,2023-07-20,20230720
2023-07-21,CIPLA.NS,8.5,2023-07-21,20230721
2024-08-02,CIPLA.NS,13.0,2024-08-02,20240802
2013-09-05,NTPC.NS,1.04,2013-09-05,20130905
2014-01-31,NTPC.NS,3.33,2014-01-31,20140131
2014-08-13,NTPC.NS,1.46,2014-08-13,20140813
2015-02-04,NTPC.NS,0.62,2015-02-04,20150204
2015-09-03,NTPC.NS,1.46,2015-09-03,20150903
2016-02-05,NTPC.NS,1.33,2016-02-05,20160205
2016-09-08,NTPC.NS,1.46,2016-09-08,20160908
2017-02-15,NTPC.NS,2.17,2017-02-15,20170215
2017-09-07,NTPC.NS,1.81,2017-09-07,20170907
2018-02-07,NTPC.NS,2.28,2018-02-07,20180207
2018-09-06,NTPC.NS,1.99,2018-09-06,20180906
2019-02-06,NTPC.NS,2.98,2019-02-06,20190206
2019-08-13,NTPC.NS,2.5,2019-08-13,20190813
2020-03-26,NTPC.NS,0.5,2020-03-26,20200326
2020-08-13,NTPC.NS,2.65,2020-08-13,20200813
2020-09-16,NTPC.NS,2.65,2020-09-16,20200916
2021-02-11,NTPC.NS,3.0,2021-02-11,20210211
2021-09-08,NTPC.NS,3.15,2021-09-08,20210908
2021-09-20,NTPC.NS,3.15,2021-09-20,20210920
2022-02-03,NTPC.NS,4.0,2022-02-03,20220203
2022-08-10,NTPC.NS,3.0,2022-08-10,20220810
2023-02-03,NTPC.NS,4.25,2023-02-03,20230203
2023-08-11,NTPC.NS,3.0,2023-08-11,20230811
2023-11-03,NTPC.NS,2.25,2023-11-03,20231103
2024-02-06,NTPC.NS,3.25,2024-02-06,20240206
2024-08-07,NTPC.NS,3.25,2024-08-07,20240807
2024-10-31,NTPC.NS,2.5,2024-10-31,20241031
2025-01-31,NTPC.NS,2.5,2025-01-31,20250131
2013-09-05,POWERGRID.NS,0.64,2013-09-05,20130905
2014-03-04,POWERGRID.NS,0.71,2014-03-04,20140304
2014-09-04,POWERGRID.NS,0.74,2014-09-04,20140904
2015-03-09,POWERGRID.NS,0.39,2015-03-09,20150309
2015-09-07,POWERGRID.NS,0.74,2015-09-07,20150907
2016-02-03,POWERGRID.NS,0.45,2016-02-03,20160203
2016-09-08,POWERGRID.NS,0.85,2016-09-08,20160908
2017-02-16,POWERGRID.NS,0.56,2017-02-16,20170216
2017-09-11,POWERGRID.NS,1.88,2017-09-11,20170911
2018-02-08,POWERGRID.NS,1.38,2018-02-08,20180208
2018-09-10,POWERGRID.NS,1.58,2018-09-10,20180910
2019-03-14,POWERGRID.NS,3.28,2019-03-14,20190314
2019-08-19,POWERGRID.NS,1.41,2019-08-19,20190819
2020-03-16,POWERGRID.NS,3.35,2020-03-16,20200316
2020-09-02,POWERGRID.NS,2.27,2020-09-02,20200902
2020-12-17,POWERGRID.NS,2.81,2020-12-17,20201217
2021-03-08,POWERGRID.NS,2.25,2021-03-08,20210308
2021-09-08,POWERGRID.NS,2.25,2021-09-08,20210908
2021-12-22,POWERGRID.NS,3.0,2021-12-22,20211222
2022-02-16,POWERGRID.NS,4.12,2022-02-16,20220216
2022-08-19,POWERGRID.NS,1.69,2022-08-19,20220819
2022-11-14,POWERGRID.NS,3.75,2022-11-14,20221114
2023-02-08,POWERGRID.NS,3.75,2023-02-08,20230208
2023-08-08,POWERGRID.NS,3.56,2023-08-08,20230808
2023-11-16,POWERGRID.NS,4.0,2023-11-16,20231116
2024-02-15,POWERGRID.NS,4.5,2024-02-15,20240215
2024-08-16,POWERGRID.NS,2.75,2024-08-16,20240816
2024-11-14,POWERGRID.NS,4.5,2024-11-14,20241114
2025-02-07,POWERGRID.NS,3.25,2025-02-07,20250207
2013-07-26,TATAPOWER.NS,1.11,2013-07-26,20130726
2014-07-23,TATAPOWER.NS,1.25,2014-07-23,20140723
2015-07-20,TATAPOWER.NS,1.3,2015-07-20,20150720
2016-09-07,TATAPOWER.NS,1.3,2016-09-07,20160907
2017-08-10,TATAPOWER.NS,1.3,2017-08-10,20170810
2018-07-12,TATAPOWER.NS,1.3,2018-07-12,20180712
2018-07-13,TATAPOWER.NS,1.3,2018-07-13,20180713
2019-06-04,TATAPOWER.NS,1.3,2019-06-04,20190604
2019-06-06,TATAPOWER.NS,1.3,2019-06-06,20190606
2020-07-14,TATAPOWER.NS,1.55,2020-07-14,20200714
2021-06-17,TATAPOWER.NS,1.55,2021-06-17,20210617
2022-06-15,TATAPOWER.NS,1.75,2022-06-15,20220615
2023-06-07,TATAPOWER.NS,2.0,2023-06-07,20230607
2024-07-04,TATAPOWER.NS,2.0,2024-07-04,20240704
